OTU,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU_2699,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,uncultured bacterium
OTU_2700,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Megasphaera,uncultured bacterium
OTU_2701,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,Gemmata sp. SD2-6
OTU_2702,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,uncultured bacterium,ND,ND
OTU_2703,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,uncultured,metagenome,ND
OTU_2704,Bacteria,Actinobacteria,Acidimicrobiia,uncultured,uncultured actinobacterium,ND,ND
OTU_2705,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,uncultured,uncultured bacterium,ND
OTU_2706,Bacteria,Acidobacteria,Thermoanaerobaculia,Thermoanaerobaculales,Thermoanaerobaculaceae,Subgroup 10,uncultured bacterium
OTU_2707,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidetes VC2.1 Bac22,uncultured bacterium,ND,ND
OTU_2708,Bacteria,FBP,uncultured Carnobacterium sp.,ND,ND,ND,ND
OTU_2709,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Weeksellaceae,Cloacibacterium,uncultured bacterium
OTU_2710,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,uncultured,uncultured bacterium
OTU_2711,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Acidaminococcaceae,Phascolarctobacterium,gut metagenome
OTU_2712,Bacteria,Armatimonadetes,uncultured,uncultured bacterium,ND,ND,ND
OTU_2713,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,KD3-93,uncultured bacterium,ND
OTU_2714,Bacteria,Acidobacteria,Acidobacteriia,Solibacterales,Solibacteraceae (Subgroup 3),AMGG11,uncultured Acidobacteriaceae bacterium
OTU_2715,Bacteria,BRC1,uncultured bacterium,ND,ND,ND,ND
OTU_2716,Bacteria,Actinobacteria,0319-7L14,uncultured bacterium,ND,ND,ND
OTU_2717,Bacteria,Planctomycetes,Phycisphaerae,Tepidisphaerales,uncultured Planctomycetales bacterium,ND,ND
OTU_2719,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Chroococcidiopsaceae,Chroococcidiopsis SAG 2023,uncultured bacterium
OTU_2720,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Herpetosiphonaceae,Herpetosiphon,uncultured Chloroflexi bacterium
OTU_2721,Bacteria,Planctomycetes,Phycisphaerae,Tepidisphaerales,WD2101 soil group,uncultured planctomycete,ND
OTU_2723,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,uncultured,uncultured bacterium
OTU_2724,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,Gemmata,uncultured bacterium
OTU_2725,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,uncultured planctomycete
OTU_2726,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Raoultella,uncultured bacterium
OTU_2727,Bacteria,Gemmatimonadetes,S0134 terrestrial group,uncultured bacterium,ND,ND,ND
OTU_2728,Bacteria,Patescibacteria,Parcubacteria,Candidatus Jorgensenbacteria,Parcubacteria group bacterium GW2011_GWA2_47_8b,ND,ND
OTU_2729,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pir4 lineage,uncultured Planctomycetales bacterium
OTU_2730,Bacteria,Patescibacteria,Parcubacteria,Candidatus Kaiserbacteria,uncultured bacterium,ND,ND
OTU_2731,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,uncultured planctomycete
OTU_2732,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter,metagenome
OTU_2733,Bacteria,BRC1,uncultured bacterium,ND,ND,ND,ND
OTU_2734,Bacteria,Armatimonadetes,uncultured,uncultured bacterium,ND,ND,ND
OTU_2735,Bacteria,Actinobacteria,MB-A2-108,uncultured bacterium,ND,ND,ND
OTU_2736,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Chroococcidiopsaceae,Chroococcidiopsis SAG 2023,uncultured bacterium
OTU_2737,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Pyrinomonadales,Pyrinomonadaceae,RB41,uncultured Acidobacteria bacterium
OTU_2738,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Sulfuricellaceae,Ferritrophicum,uncultured bacterium
OTU_2739,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,uncultured,uncultured bacterium
OTU_2740,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured,uncultured bacterium
OTU_2741,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium 1,uncultured bacterium
OTU_2742,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,uncultured bacterium,ND
OTU_2743,Bacteria,Planctomycetes,Planctomycetacia,Isosphaerales,Isosphaeraceae,Paludisphaera,uncultured bacterium
OTU_2744,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Hymenobacteraceae,Adhaeribacter,uncultured bacterium
OTU_2745,Bacteria,Actinobacteria,Actinobacteria,Glycomycetales,Glycomycetaceae,uncultured,uncultured bacterium
OTU_2746,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Pyrinomonadales,Pyrinomonadaceae,RB41,uncultured bacterium
OTU_2747,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,uncultured,uncultured bacterium,ND
OTU_2748,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,uncultured bacterium
OTU_2749,Bacteria,Gemmatimonadetes,Longimicrobia,Longimicrobiales,Longimicrobiaceae,uncultured bacterium,ND
OTU_2750,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,uncultured bacterium,ND
OTU_2751,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,uncultured bacterium
OTU_2752,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,uncultured bacterium,ND
OTU_2753,Bacteria,Dependentiae,Babeliae,Babeliales,uncultured bacterium,ND,ND
OTU_2754,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,uncultured bacterium
OTU_2755,Bacteria,Bacteroidetes,Rhodothermia,Balneolales,Balneolaceae,uncultured bacterium,ND
OTU_2756,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,uncultured bacterium
OTU_2757,Bacteria,Planctomycetes,Phycisphaerae,Tepidisphaerales,WD2101 soil group,uncultured bacterium,ND
OTU_2758,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae UCG-014,uncultured bacterium
OTU_2759,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Craurococcus,uncultured bacterium
OTU_2760,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,uncultured bacterium
OTU_2761,Bacteria,Cyanobacteria,Sericytochromatia,metagenome,ND,ND,ND
OTU_2762,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,env.OPS 17,uncultured Bacteroidetes bacterium,ND
OTU_2763,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,uncultured bacterium,ND
OTU_2764,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Rubinisphaeraceae,Planctomicrobium,uncultured soil bacterium
OTU_2765,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,uncultured,uncultured soil bacterium,ND
OTU_2766,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,uncultured,uncultured bacterium,ND
OTU_2767,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Tyzzerella 3,uncultured rumen bacterium
OTU_2768,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,uncultured bacterium
OTU_2769,Bacteria,FBP,uncultured bacterium,ND,ND,ND,ND
OTU_2770,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter,uncultured Bacteroidetes bacterium
OTU_2771,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Neochlamydia,metagenome
OTU_2772,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,uncultured,uncultured Acidimicrobidae bacterium,ND
OTU_2773,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,uncultured,uncultured bacterium
OTU_2774,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella,uncultured gamma proteobacterium
OTU_2775,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,uncultured,uncultured planctomycete
OTU_2776,Bacteria,Planctomycetes,Phycisphaerae,Tepidisphaerales,WD2101 soil group,uncultured bacterium,ND
OTU_2777,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,uncultured bacterium
OTU_2778,Bacteria,Elusimicrobia,Lineage IIb,uncultured soil bacterium,ND,ND,ND
OTU_2779,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,uncultured bacterium
OTU_2780,Bacteria,Patescibacteria,Berkelbacteria,uncultured bacterium,ND,ND,ND
OTU_2781,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,uncultured bacterium
OTU_2782,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,uncultured organism
OTU_2783,Bacteria,Proteobacteria,Alphaproteobacteria,Thalassobaculales,uncultured,uncultured bacterium,ND
OTU_2784,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,uncultured,uncultured alpha proteobacterium
OTU_2785,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Hymenobacteraceae,Hymenobacter,Hymenobacter sp. MD1
OTU_2786,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Sporomusa,Sporomusa ovata
OTU_2787,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Serratia,uncultured bacterium
OTU_2788,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax,uncultured bacterium
OTU_2789,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,Peptostreptococcus,uncultured bacterium
OTU_2790,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,uncultured,uncultured bacterium
OTU_2791,Bacteria,Firmicutes,Clostridia,Clostridiales,Christensenellaceae,uncultured,uncultured bacterium
OTU_2792,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,uncultured bacterium,ND
OTU_2793,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,uncultured,uncultured bacterium,ND
OTU_2794,Bacteria,Verrucomicrobia,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,uncultured bacterium
OTU_2795,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,cvE6,uncultured Chlamydia sp.,ND
OTU_2796,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Tyzzerella 3,uncultured bacterium
OTU_2797,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae UCG-014,uncultured bacterium
OTU_2798,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales vadinBB60 group,uncultured bacterium,ND
OTU_2799,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pir4 lineage,uncultured bacterium
OTU_2800,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,metagenome
OTU_2801,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidiphilium,uncultured bacterium
OTU_2802,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,uncultured,uncultured prokaryote
OTU_2803,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,uncultured bacterium
OTU_2804,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,uncultured,uncultured bacterium
OTU_2805,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Orientia,Orientia tsutsugamushi
OTU_2806,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,uncultured,uncultured bacterium
OTU_2807,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,uncultured bacterium,ND
OTU_2808,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,1959-1,uncultured bacterium
OTU_2809,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,AKYG1722,uncultured Chloroflexi bacterium,ND
OTU_2810,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Amnibacterium,uncultured bacterium
OTU_2811,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Eukaryota sp. BB2,ND
OTU_2812,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,uncultured bacterium
OTU_2813,Bacteria,Planctomycetes,Phycisphaerae,Tepidisphaerales,WD2101 soil group,uncultured bacterium,ND
OTU_2814,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,uncultured,uncultured bacterium
OTU_2815,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,uncultured,uncultured bacterium
OTU_2816,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,uncultured,uncultured bacterium
OTU_2817,Bacteria,Patescibacteria,Parcubacteria,uncultured bacterium,ND,ND,ND
OTU_2818,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,uncultured planctomycete
OTU_2819,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,uncultured bacterium
OTU_2820,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,uncultured bacterium,ND
OTU_2821,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,uncultured soil bacterium
OTU_2822,Bacteria,Patescibacteria,Microgenomatia,Candidatus Shapirobacteria,uncultured bacterium,ND,ND
OTU_2824,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium sp. A5
OTU_2825,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Rothia,uncultured bacterium
OTU_2826,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Hymenobacteraceae,Pontibacter,uncultured Bacteroidetes bacterium
OTU_2827,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinophytocola,uncultured bacterium
OTU_2828,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia muridarum
OTU_2829,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Nostocaceae,Calothrix PCC-6303,Calothrix sp. PCC 7714
OTU_2830,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,uncultured bacterium,ND
OTU_2831,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,Treponema caldarium DSM 7334
OTU_2832,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,MWH-CFBk5,uncultured bacterium,ND
OTU_2833,Bacteria,Firmicutes,Bacilli,Bacillales,Family X,Thermicanus,uncultured bacterium
OTU_2834,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,uncultured,metagenome
OTU_2835,Bacteria,Firmicutes,Clostridia,Clostridiales,Family XI,Peptoniphilus,uncultured bacterium
OTU_2836,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Pelagibacterium,uncultured alpha proteobacterium
OTU_2837,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatirosa,uncultured bacterium
OTU_2838,Bacteria,WPS-2,metagenome,ND,ND,ND,ND
OTU_2839,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,uncultured bacterium
OTU_2840,Bacteria,Proteobacteria,Alphaproteobacteria,uncultured,uncultured alpha proteobacterium,ND,ND
OTU_2841,Bacteria,FBP,uncultured bacterium,ND,ND,ND,ND
OTU_2842,Bacteria,Actinobacteria,0319-7L14,uncultured bacterium,ND,ND,ND
OTU_2843,Bacteria,Gemmatimonadetes,AKAU4049,uncultured bacterium,ND,ND,ND
OTU_2844,Bacteria,Planctomycetes,Planctomycetacia,uncultured,uncultured bacterium,ND,ND
OTU_2845,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,uncultured,uncultured Sphingomonadaceae bacterium
OTU_2846,Bacteria,Proteobacteria,Alphaproteobacteria,Elsterales,uncultured,uncultured bacterium,ND
OTU_2847,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium 1,Corynebacterium sp. S01
OTU_2848,Bacteria,Bacteroidetes,Rhodothermia,Rhodothermales,Rhodothermaceae,uncultured,uncultured bacterium
OTU_2849,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Tyzzerella 3,uncultured rumen bacterium
OTU_2850,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinifilaceae,Odoribacter,uncultured organism
OTU_2851,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,uncultured,uncultured bacterium
OTU_2852,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,uncultured,uncultured bacterium
OTU_2853,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,uncultured bacterium
OTU_2854,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,uncultured,uncultured alpha proteobacterium
OTU_2855,Bacteria,Acidobacteria,Subgroup 15,uncultured bacterium,ND,ND,ND
OTU_2856,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella sp. H052920586
OTU_2857,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,uncultured bacterium
OTU_2858,Bacteria,Dependentiae,Babeliae,Babeliales,Babeliaceae,uncultured bacterium,ND
OTU_2859,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,67-14,uncultured actinobacterium,ND
OTU_2860,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,uncultured bacterium
OTU_2861,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes,Actinoplanes brasiliensis
OTU_2862,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,uncultured bacterium
OTU_2863,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Sutterella,uncultured bacterium
OTU_2864,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Rhodopirellula,planctomycete str. 608
OTU_2865,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,uncultured Rickettsia sp.
OTU_2866,Bacteria,Actinobacteria,Actinobacteria,Frankiales,uncultured,uncultured bacterium,ND
OTU_2867,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,uncultured soil bacterium
OTU_2868,Bacteria,Cyanobacteria,Melainabacteria,Vampirovibrionales,uncultured bacterium,ND,ND
OTU_2869,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,uncultured bacterium
OTU_2870,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Borrelia,Borrelia sp.
OTU_2871,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae NK4A136 group,Trichinella pseudospiralis
OTU_2872,Bacteria,Bacteroidetes,Rhodothermia,Rhodothermales,Rhodothermaceae,uncultured,uncultured bacterium
OTU_2873,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,uncultured,uncultured bacterium,ND
OTU_2874,Bacteria,Cyanobacteria,Oxyphotobacteria,Nostocales,Coleofasciculaceae,uncultured,uncultured Oscillatoriales cyanobacterium
OTU_2875,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,uncultured bacterium,ND,ND
OTU_2876,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,uncultured bacterium
OTU_2877,Bacteria,Armatimonadetes,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,uncultured bacterium,ND
OTU_2878,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,uncultured bacterium,ND,ND
OTU_2879,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Tyzzerella 3,Clostridium sp.
OTU_2880,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,uncultured bacterium,ND
OTU_2881,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,uncultured bacterium
OTU_2882,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,uncultured bacterium
OTU_2883,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Blastocatellales,Blastocatellaceae,Blastocatella,uncultured bacterium
OTU_2884,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,uncultured,uncultured bacterium
OTU_2885,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,uncultured bacterium
OTU_2886,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,uncultured,uncultured bacterium
OTU_2887,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus 2,uncultured bacterium
OTU_2888,Bacteria,Actinobacteria,MB-A2-108,uncultured bacterium,ND,ND,ND
OTU_2889,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Smaragdicoccus,Smaragdicoccus niigatensis DSM 44881 = NBRC 103563
OTU_2890,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,uncultured,uncultured bacterium,ND
OTU_2891,Bacteria,FBP,uncultured bacterium,ND,ND,ND,ND
OTU_2892,ND,ND,ND,ND,ND,ND,ND
OTU_2893,Bacteria,Planctomycetes,Planctomycetacia,Isosphaerales,Isosphaeraceae,uncultured,uncultured bacterium
OTU_2894,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,Ardenticatenaceae,uncultured,uncultured bacterium
OTU_2895,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Candidatus Protochlamydia,metagenome
OTU_2896,Bacteria,Acidobacteria,Blastocatellia (Subgroup 4),Pyrinomonadales,Pyrinomonadaceae,RB41,uncultured Acidobacteria bacterium
OTU_2897,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Acidaminococcaceae,Succiniclasticum,gut metagenome
OTU_2898,Bacteria,Gemmatimonadetes,Longimicrobia,Longimicrobiales,Longimicrobiaceae,uncultured bacterium,ND
OTU_2899,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,Gemmata,uncultured planctomycete
OTU_2900,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,uncultured bacterium
OTU_2901,Bacteria,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,uncultured bacterium,ND
OTU_2902,Bacteria,Armatimonadetes,uncultured,uncultured bacterium,ND,ND,ND
OTU_2903,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,uncultured soil bacterium
OTU_2904,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,uncultured bacterium
OTU_2905,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae UCG-007,uncultured bacterium
OTU_2906,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae UCG-010,uncultured bacterium
OTU_2907,Bacteria,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,uncultured bacterium,ND
OTU_2908,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,metagenome
OTU_2909,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pirellula,uncultured bacterium
OTU_2910,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Paraliobacillus,Paraliobacillus sp. G6-18
OTU_2911,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,Candidatus Rhabdochlamydia,Tetrodontophora bielanensis (giant springtail)
OTU_2912,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,uncultured,uncultured Clostridiales bacterium
OTU_2913,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae UCG-010,uncultured bacterium
OTU_2914,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinifilaceae,Odoribacter,uncultured organism
OTU_2915,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnospiraceae NK4A136 group,uncultured bacterium
OTU_2916,Bacteria,BRC1,uncultured bacterium,ND,ND,ND,ND
OTU_2917,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,Candidatus Berkiella,uncultured Thiotrichales bacterium
OTU_2918,Bacteria,Planctomycetes,Phycisphaerae,Tepidisphaerales,WD2101 soil group,uncultured planctomycete,ND
OTU_2919,Bacteria,FBP,uncultured bacterium,ND,ND,ND,ND
OTU_2920,Bacteria,Planctomycetes,Phycisphaerae,Tepidisphaerales,WD2101 soil group,uncultured planctomycete,ND
OTU_2921,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Segetibacter,uncultured Bacteroidetes bacterium
OTU_2922,Bacteria,Chloroflexi,Ktedonobacteria,C0119,uncultured bacterium,ND,ND
OTU_2923,Bacteria,Armatimonadetes,Armatimonadia,Armatimonadales,uncultured bacterium,ND,ND
OTU_2924,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminiclostridium 9,uncultured bacterium
OTU_2925,Bacteria,Gemmatimonadetes,Longimicrobia,Longimicrobiales,Longimicrobiaceae,uncultured bacterium,ND
OTU_2926,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,uncultured bacterium
OTU_2927,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Taibaiella,uncultured bacterium
OTU_2928,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,uncultured,uncultured bacterium
